TEAM,DATE,LOCATION,ORPG,DRPG,TRPG,APG,SPG,BPG,TPG,PFPG,FG_PCT,X2P_PCT,X3P_PCT,FT_PCT,PPP,PAPP,WIN,LOSS,WIN_PCT,SOS,CONFERENCE,RESULT,OUTCOME,PROB,ELO_DIFF
Minnesota,1/30/2016,Away,-3.476190476,-2.047619048,-5.523809524,-4.095238095,-2.238095238,-0.19047619,-3.380952381,-0.428571429,-0.104465782,-0.106155699,-0.114552601,-0.011182858,-0.214498601,0.091001151,-11,11,-0.523809524,0.355462764,Big Ten,Loss,Expected,0.774719924,-225.6243507
Minnesota,2/18/2016,Home,-0.250769231,-2.969230769,-3.22,-1.478461538,-0.606153846,-1.856923077,-2.410769231,1.983076923,-0.081152781,-0.107315431,-0.047204149,-0.046360401,-0.129322959,0.125512609,-16,15,-0.606153846,0.16115404,Big Ten,Win,Upset,0.935466131,-248.1589877
Minnesota,11/15/2015,Home,-3,-6,-9,2,-3,2,0,0,-0.168096055,-0.169681309,-0.071428571,-0.008333333,-0.235607036,0.182925783,0,0,0,-1,Big Ten,Win,Upset,0.457472148,-9.516249994
Minnesota,2/10/2016,Home,0.594202899,-0.300724638,0.293478261,-2.97826087,-0.402173913,1.449275362,1.398550725,2.976449275,-0.070464926,-0.084494774,-0.085787058,-0.0405472,-0.174601643,0.064056521,-11,10,-0.447463768,0.120500173,Big Ten,Loss,Expected,0.477305188,-178.8960735
Minnesota,12/5/2015,Home,0.714285714,-1,-0.285714286,-3,0.142857143,1.428571429,-0.714285714,-3.285714286,-0.039506173,-0.042054958,-0.021621622,0.077915377,0.009282672,-0.042327567,1,-1,0.142857143,-0.337471728,Big Ten,Loss,Expected,0.030867946,-1.775081894
Minnesota,12/16/2015,Home,-2.645454545,0.536363636,-2.109090909,0,-3.363636364,1.636363636,-4.081818182,-2.309090909,0.008588672,-0.007079118,0.037969588,0.066491975,0.102558666,0.064593118,2,-3,0.227272727,-0.221968494,Big Ten,Win,Expected,0.253673782,23.13887542
Minnesota,3/5/2016,Away,0.190804598,-0.197701149,-0.006896552,0.951724138,-0.451724138,0.089655172,-2.677011494,0.713793103,-0.00630698,0.006166905,0.006493764,0.033653896,0.072620755,-0.05133352,2,-3,0.075862069,0.047413625,Big Ten,Loss,Expected,0.000532972,84.90308409
Minnesota,1/2/2016,Home,-2.802197802,-5.082417582,-7.884615385,-8.587912088,1.208791209,-1.021978022,-1.741758242,-1,-0.074416443,-0.084094774,-0.051070691,0.008698092,-0.134881249,0.145107454,-7,6,-0.467032967,0.038101624,Big Ten,Loss,Expected,0.618970215,-154.6577007
Minnesota,1/5/2016,Away,-0.866666667,0.623809524,-0.242857143,3.442857143,0.523809524,-0.366666667,-0.728571429,-1.385714286,-0.004286138,-0.02202765,0.03596487,0.02518315,0.02761681,0.030804019,-3,2,-0.171428571,-0.002121211,Big Ten,Loss,Expected,0.042226449,-42.29021111
Minnesota,11/30/2015,Home,-2.133333333,-4.4,-6.533333333,-1.166666667,0.366666667,-0.433333333,3.033333333,2.733333333,-0.033703688,-0.083040936,0.037762616,0.081314514,-0.09468511,0.135850423,0,1,-0.133333333,0.208632808,Big Ten,Win,Upset,0.399527474,-30.52639109
Minnesota,12/8/2015,Home,-0.25,-2.25,-2.5,2,-1.375,1.625,-1.625,-1,-0.047901216,-0.076693035,0.001183679,0.017485635,-0.045383312,0.152379267,-2,2,-0.25,0.283204378,Big Ten,Loss,Expected,0.121093519,-75.77773516
Minnesota,2/28/2016,Away,1.19973545,0.937830688,2.137566138,-0.652116402,0.37962963,2.136243386,0.335978836,0.798941799,-0.015457662,-0.005700195,-0.043573766,-0.026778061,-0.0254122,-0.007596021,-4,3,-0.132275132,0.040973882,Big Ten,Loss,Expected,0.020263452,-44.00049522
Minnesota,1/9/2016,Home,-0.520833333,-2.558333333,-3.079166667,-5.466666667,1.925,-0.670833333,0.525,0.225,-0.055503576,-0.094975148,-0.017886683,0.033531284,-0.104394652,0.097361688,-7,6,-0.4125,0.514916248,Big Ten,Loss,Expected,0.042470914,-103.5719447
Minnesota,12/30/2015,Away,-0.935897436,-2.166666667,-3.102564103,1.243589744,-0.538461538,-0.993589744,-2.858974359,0.897435897,-0.037995256,-0.064822134,0.004337867,0.069213732,0.007312624,0.116570066,-2,1,-0.115384615,-0.212565804,Big Ten,Loss,Expected,0.041918503,-64.50412721
Minnesota-Duluth,11/22/2015,Away,-11.66666667,-23,-34.66666667,-12,-10,-2.333333333,-11.66666667,-23.66666667,-0.403587444,-0.416666667,-0.363636364,-0.643678161,-0.993017843,-1.175329713,0,-3,0,-1.571428571,NA,Loss,Expected,0.001465577,24.18621684
Minnesota-Morris,11/13/2015,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Loss,Expected,0.00115311,0
Mississippi,3/5/2016,Away,0.133333333,-0.7,-0.566666667,-0.433333333,2.333333333,-1.533333333,0.966666667,0.4,-0.00126229,0.001437968,0.003939459,-0.010164651,0.010289969,-0.034062676,6,-6,0.2,-0.232046223,Southeastern,Win,Expected,0.239552637,75.12226787
Mississippi,1/16/2016,Home,-1.25,-1.8125,-3.0625,-0.1875,0.6875,-1.3125,1.375,-0.875,0.012257541,0.0044585,0.020392513,0.107578166,0.034892763,0.095726816,2,-2,0.125,-0.53470101,Southeastern,Loss,Expected,0.022615383,6.058110715
Mississippi,11/28/2015,Away,3,1.5,4.5,3.5,3.833333333,0.166666667,-3.333333333,-6.666666667,0.062139421,0.051020408,0.079338843,0.108039611,0.252163886,-0.018494088,3,-3,0.5,-0.784873702,Southeastern,Win,Expected,0.012644236,71.86039023
Mississippi,2/23/2016,Home,2.666666667,-1.259259259,1.407407407,1.074074074,1.962962963,0.185185185,-0.259259259,-0.777777778,-0.000757962,-0.007602289,0.039102933,0.001690516,0.070213182,-0.022386113,7,-7,0.259259259,-0.164939862,Southeastern,Win,Expected,0.021664219,126.5372694
Mississippi,2/13/2016,Home,1.375,-0.75,0.625,-3.875,0.666666667,-2.375,1.083333333,-2.083333333,-0.030247455,0.013079365,-0.086467236,0.005500821,-0.016982955,0.003660139,3,-3,0.125,-0.27432893,Southeastern,Win,Expected,0.379650893,9.67758387
Mississippi,2/9/2016,Away,-0.782608696,-2.304347826,-3.086956522,-0.086956522,1.217391304,-1.043478261,0.434782609,0.130434783,-0.006785103,-0.007680255,0.002171234,0.065717697,0.003846875,0.071723078,0,0,0,-0.315967701,Southeastern,Loss,Expected,0.06700658,-36.06663246
Mississippi,2/3/2016,Away,2.857142857,-1.095238095,1.761904762,1.333333333,2.238095238,0.333333333,-0.380952381,-1.047619048,0.006737585,0.011296848,0.023369565,0.000192357,0.086649258,-0.006213532,5,-5,0.238095238,-0.216861803,Southeastern,Win,Expected,0.00873545,106.9044942
Mississippi,12/15/2015,Home,2.111111111,-1.222222222,0.888888889,-3.666666667,-1.888888889,-2,-0.333333333,-1.222222222,-0.035072522,-0.048777472,-0.019388402,0.090051221,-0.001027075,0.105260275,-1,1,-0.111111111,-0.07865372,Southeastern,Win,Upset,0.627097376,-14.90572214
Mississippi,3/10/2016,Neutral,2.492473118,-0.339784946,2.152688172,2.365591398,2.07311828,-1.840860215,-1.132258065,0.274193548,-0.007724823,-0.024266455,0.001239744,0.066963983,0.059932567,0.004293346,3,-2,0.078494624,-0.250707198,Southeastern,Loss,Expected,0.011059004,56.37806081
Mississippi,12/18/2015,Away,1.566666667,-4.444444444,-2.877777778,-3.377777778,-0.6,-2.4,-1.588888889,-2.366666667,0.005728269,0.009070826,0.048415575,0.047857964,0.067748504,0.10467185,1,0,0.022222222,-0.075600062,Southeastern,Win,Expected,0.085794907,18.05460242
Mississippi,11/16/2015,Home,-5,-16,-21,-11,-8,1,-4,-3,-0.018566068,-0.004651163,-0.067307692,0.281385281,0.028050001,0.537925697,0,0,0,1,Southeastern,Win,Upset,0.704380792,-18.02499995
Mississippi,11/20/2015,Neutral,-2.666666667,-1,-3.666666667,2.333333333,3.333333333,1.333333333,-3.333333333,-1.333333333,0.060408865,0.119257479,-0.028355958,0.117021277,0.171225615,0.033274613,1,-1,0.333333333,-0.33433584,Southeastern,Win,Expected,0.161797496,18.22568435
Mississippi,1/30/2016,Away,-0.9,0.3,-0.6,-1.45,0.4,0.7,-1.55,-1.1,-0.00310814,-0.001853831,0.023226164,0.025698603,0.03287993,0.065670343,1,-1,0.05,-0.346373616,Southeastern,Loss,Expected,0.027701338,2.908986874
Mississippi,11/19/2015,Neutral,2,7.5,9.5,2.5,3.5,2,-1.5,-7,0.04188282,0.013157895,0.063953488,0.30294397,0.33247312,-0.000905118,2,-2,1,1.083333333,Southeastern,Loss,Expected,0.000763447,38.76336052
Mississippi,2/20/2016,Away,1.481538462,-0.404615385,1.076923077,0.969230769,2.487692308,-0.881538462,-1.246153846,-1.227692308,0.0138759,0.023667995,-0.019012528,0.08760982,0.070456549,-0.047653058,6,-5,0.215384615,-0.282596103,Southeastern,Win,Expected,0.018344641,120.1508846
Mississippi,11/25/2015,Home,3,1.5,4.5,-1.7,-1.9,0.2,1.8,-3.4,-0.066304066,-0.083521586,0.021008403,0.116093023,-0.023893082,0.194750252,1,2,-0.4,-0.450793651,Southeastern,Win,Upset,0.569702266,-11.98651324
Mississippi,2/6/2016,Home,2.954545455,-4.5,-1.545454545,-1.545454545,3.681818182,-2.318181818,0,-0.181818182,-0.033132959,-0.006781862,-0.076027891,0.010211981,-0.027069379,0.073898445,1,-1,0.045454545,-0.371883891,Southeastern,Win,Upset,0.335642538,-35.00217235
Mississippi,12/12/2015,Away,0.25,2.5,2.75,0.75,-0.375,2.5,-3,-2.625,0.060972102,0.082878788,0.053167421,0.208105873,0.265234863,-0.099777622,6,-6,0.75,-1.18741978,Southeastern,Win,Expected,0.001968921,132.5957169
Mississippi,1/2/2016,Away,-0.833333333,0.833333333,0,-0.666666667,1.25,-2.5,-1,-1.166666667,-0.036952028,-0.031611696,-0.006995651,0.052496856,-0.032216264,0.028375439,0,0,0,-0.302218964,Southeastern,Loss,Expected,0.002974937,7.344313563
Mississippi,2/27/2016,Away,1.802197802,-2.717032967,-0.914835165,0.230769231,2.637362637,-2.090659341,-0.989010989,-1.527472527,-0.003561797,0.025459526,-0.037000269,0.031284439,0.05357748,0.015874992,4,-2,0.104395604,-0.242720369,Southeastern,Loss,Expected,0.004400416,47.97549775
Mississippi,1/7/2016,Home,3.782051282,0.237179487,4.019230769,1.038461538,1.698717949,-1.217948718,-2.237179487,0.070512821,-0.002277792,-0.002356056,-0.03331448,0.058304722,0.087638834,0.032060068,1,0,0.019230769,-0.080056136,Southeastern,Win,Expected,0.083207357,37.4672181
Mississippi,1/9/2016,Home,3.297619048,-1.392857143,1.904761905,-1.273809524,2.297619048,-2.083333333,-1.321428571,-3.357142857,-0.020338015,0.000803869,-0.054352034,0.001996314,0.02277571,0.028787647,3,-1,0.119047619,-0.28926567,Southeastern,Win,Expected,0.040925496,33.21212752
Mississippi,1/27/2016,Home,1.330409357,0.038011696,1.368421053,0.511695906,2.605263158,-0.578947368,-2.152046784,-2.274853801,-0.000837743,0.016659252,-0.052131881,0.069333424,0.041611766,-0.03111028,3,-2,0.131578947,-0.44564145,Southeastern,Win,Expected,0.162491102,52.90680544
Mississippi,12/5/2015,Away,3.928571429,-3.30952381,0.619047619,-2.80952381,0.142857143,0.857142857,0.428571429,-4.238095238,-0.052900552,-0.028430695,-0.116479901,0.067686948,-0.053372214,0.000619974,0,1,-0.119047619,-0.168084227,Southeastern,Win,Upset,0.28009283,-9.35173247
Mississippi,11/22/2015,Neutral,-0.25,0.5,0.25,-1.75,-0.5,-0.25,-6.25,-2.5,-0.040074182,-0.01620915,-0.041364003,0.148809524,0.078991597,0.068277311,0,0,0,-0.222222222,Southeastern,Loss,Expected,0.020503751,1.862632773
Mississippi,12/22/2015,Home,2.918181818,-0.8,2.118181818,-0.963636364,-0.663636364,1.036363636,-1.318181818,-1.918181818,0.007450456,0.00393654,0.001105759,0.056357484,0.094903122,-0.015543963,4,-3,0.318181818,-0.067928265,Southeastern,Win,Expected,0.012600517,76.67800351
Mississippi,3/2/2016,Home,2.066502463,0.38546798,2.451970443,-0.784482759,1.229064039,-1.149014778,0.002463054,0.580049261,-0.045959782,-0.06710444,0.002280407,-0.009584876,-0.011842883,-0.012286965,5,-4,0.156403941,-0.200485906,Southeastern,Win,Expected,0.140811938,22.04027339
Mississippi,1/19/2016,Home,-0.823529412,-2.294117647,-3.117647059,-1.058823529,0.588235294,-1.117647059,-1.882352941,-0.529411765,-0.014956122,0.009592477,-0.039624413,0.033733085,-0.007825705,0.103719184,-4,4,-0.235294118,0.147490277,Southeastern,Loss,Expected,0.189940326,-58.18938948
Mississippi,1/13/2016,Away,0.733333333,-2.533333333,-1.8,-4,-0.8,-0.6,0.2,-1.6,-0.044890502,-0.049736565,-0.009568404,0.046551381,-0.03962323,-0.016059502,3,-3,0.2,-0.127243542,Southeastern,Loss,Expected,0.010002544,24.28072749
Mississippi,2/16/2016,Away,0.68,-1.08,-0.4,-4.52,0.76,-0.4,-0.12,0.92,-0.03864991,-0.039996849,-0.036664482,0.060798909,-0.036438019,0.064617152,-2,2,-0.08,-0.178221461,Southeastern,Loss,Expected,0.026179128,-53.94766445
Mississippi,1/23/2016,Away,1.650326797,1.732026144,3.382352941,-1.163398693,1.820261438,-0.441176471,-0.049019608,0.284313725,-0.040740106,-0.06305128,-0.001609961,-0.034553781,-0.020103421,-0.035463481,5,-4,0.254901961,-0.055541846,Southeastern,Loss,Expected,0.00849537,46.70125001
Mississippi,11/13/2015,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southeastern,Win,Expected,0.295140614,0
Mississippi College,11/18/2015,Away,-6.5,-16.5,-23,-13,-10,-1.5,-19.5,-32.5,-0.387931034,-0.436619718,-0.311111111,-0.607843137,-0.831280788,-1.169950739,0,-2,0,-0.333333333,NA,Loss,Expected,0.004652689,24.7625082
Mississippi State,11/19/2015,Neutral,3,0.5,3.5,-2.5,-2,2.5,7,2,0.020757021,0.05982906,-0.074074074,0.006737589,-0.105975908,0.108940335,-1,1,-0.5,-0.603174603,Southeastern,Loss,Expected,0.027358848,-22.23960927
Mississippi State,12/19/2015,Home,-0.080808081,-3.858585859,-3.939393939,1.212121212,-1.414141414,0.373737374,-2.03030303,1.151515152,0.035738586,0.07783071,-0.018779343,0.088238003,0.092833681,0.105291099,-2,0,-0.101010101,0.151354789,Southeastern,Win,Upset,0.322144389,-9.899767185
Mississippi State,11/20/2015,Neutral,1.166666667,0,1.166666667,2.333333333,-0.333333333,1.166666667,2.166666667,1.5,0.048141892,-0.005854801,0.137630662,0.08703591,0.110227146,0.119259359,0,1,-0.166666667,0.694444444,Southeastern,Loss,Expected,0.121387595,-11.44575392
Mississippi State,3/5/2016,Home,-0.310344828,-1.034482759,-1.344827586,2.24137931,1.275862069,0.137931034,-1.379310345,-1.896551724,0.060639827,0.090498368,-0.015638095,0.091913127,0.089095309,-0.027013359,2,-2,0.068965517,-0.106779722,Southeastern,Win,Expected,0.036289938,112.6594148
Mississippi State,1/26/2016,Away,-2.888888889,-3.739766082,-6.628654971,0.423976608,-1.046783626,-0.368421053,-2.052631579,-1.00877193,0.029101878,0.075044537,-0.02156417,0.070178047,0.026718452,0.133940275,-9,8,-0.450292398,0.250515037,Southeastern,Loss,Expected,0.140219301,-101.5316565
Mississippi State,1/9/2016,Away,-0.538461538,-2.412087912,-2.950549451,-3.846153846,-1.928571429,-1.049450549,0.483516484,-3.247252747,0.015366325,0.108246919,-0.113678492,0.019332298,0.00819485,0.020527786,0,-1,0.038461538,-0.52294082,Southeastern,Loss,Expected,0.0126463,-7.898945228
Mississippi State,12/2/2015,Home,2.666666667,0.833333333,3.5,3.833333333,0.333333333,3,-0.333333333,2,0.073974945,0.126932084,-0.028472821,0.113398132,0.154425868,-0.090097454,2,-2,0.333333333,-0.350550278,Southeastern,Win,Expected,0.052935579,37.96787835
Mississippi State,1/19/2016,Away,-2.966911765,-4.143382353,-7.110294118,0.761029412,-1.003676471,-0.533088235,1.242647059,-0.970588235,0.050719731,0.076397867,0.006787028,0.12581938,0.043662203,0.132111173,-4,3,-0.209558824,-0.384936759,Southeastern,Loss,Expected,0.187316466,-72.02957137
Mississippi State,11/28/2015,Home,0.566666667,-1.1,-0.533333333,4.2,-0.466666667,3.433333333,1.1,2.1,0.056851312,0.088675493,-0.025269915,0.07235115,0.078123417,0.020881008,0,-1,0.066666667,-0.141941392,Southeastern,Win,Expected,0.570095789,7.051356417
Mississippi State,12/31/2015,Home,-1.552447552,-1.06993007,-2.622377622,1.503496503,-1.72027972,2.335664336,-2.272727273,-1.573426573,0.054064851,0.113933237,-0.00298604,0.080752701,0.143270043,0.074688598,1,-3,0.160839161,0.19721035,Southeastern,Win,Expected,0.416496378,29.72724828
Mississippi State,2/9/2016,Home,0.235177866,-1.950592885,-1.71541502,-3.531620553,-1.118577075,-1.156126482,0.735177866,-2.102766798,0.000562869,0.067746004,-0.104666305,0.027854143,-0.017025575,0.044354489,-3,2,-0.112648221,-0.227914326,Southeastern,Win,Upset,0.94124684,-56.07496747
Mississippi State,11/16/2015,Home,6,8,14,5,-4,2,-4,-1,0.206117782,0.295669487,-0.039215686,0.077380952,0.467771493,0.005603238,1,-1,1,-0.333333333,Southeastern,Loss,Expected,0.000647318,20.30366728
Mississippi State,12/12/2015,Away,1.047619048,-2.380952381,-1.333333333,1.777777778,-1.111111111,1.952380952,-2.079365079,-2.476190476,0.06016731,0.124921637,-0.051415746,0.07258375,0.130727874,0.021230361,-1,-1,0.015873016,-0.133630052,Southeastern,Loss,Expected,0.023561811,5.901649784
Mississippi State,1/16/2016,Home,-1.483333333,-3.4,-4.883333333,-0.895833333,0.058333333,-1.566666667,0.9,-0.9875,0.032333278,0.076180361,-0.026868974,0.026054249,0.010380071,0.010686497,-1,0,-0.033333333,-0.340671041,Southeastern,Loss,Expected,0.043537087,-3.220964604
Mississippi State,12/16/2015,Away,0.125,-4.5,-4.375,-0.25,-2.875,1.375,-1.625,0.625,-0.002722881,0.037827379,-0.030870037,0.01404878,-0.002050147,0.114542773,-2,2,-0.25,0.078865205,Southeastern,Loss,Expected,0.015316161,-49.24818825
Mississippi State,3/2/2016,Away,-2.066502463,-0.38546798,-2.451970443,0.784482759,-1.229064039,1.149014778,-0.002463054,-0.580049261,0.045959782,0.06710444,-0.002280407,0.009584876,0.011842883,0.012286965,-5,4,-0.156403941,0.200485906,Southeastern,Loss,Expected,0.022147013,-22.04027339
Mississippi State,2/16/2016,Home,1.26,-5.496666667,-4.236666667,-1.25,1.771666667,-1.058333333,-0.04,-0.141666667,-0.001325605,0.031768978,-0.067867647,0.045321989,-0.021355844,0.092254985,-5,4,-0.183333333,-0.11495296,Southeastern,Win,Upset,0.367095485,-88.97832315
Mississippi State,1/23/2016,Home,-1.650326797,-1.732026144,-3.382352941,1.163398693,-1.820261438,0.441176471,0.049019608,-0.284313725,0.040740106,0.06305128,0.001609961,0.034553781,0.020103421,0.035463481,-5,4,-0.254901961,0.055541846,Southeastern,Win,Upset,0.302268846,-46.70125001
Mississippi State,2/13/2016,Home,0.254940711,-2.814229249,-2.559288538,1.051383399,0.764822134,-0.709486166,-0.869565217,-2.06916996,0.040796331,0.089984973,-0.037648463,0.056768635,0.069151145,0.045122862,-3,4,-0.156126482,-0.14557993,Southeastern,Loss,Expected,0.021379424,0.084803141
Mississippi State,3/10/2016,Neutral,-0.522988506,-3.033333333,-3.556321839,1.175862069,1.6,-0.942528736,-0.595402299,-1.866666667,0.041115267,0.08842565,-0.03354088,0.028211296,0.05026507,0.032390648,-3,4,-0.11954023,-0.072114495,Southeastern,Loss,Expected,0.025033204,-9.160333621
Mississippi State,12/23/2015,Neutral,1.5,-1.8,-0.3,2.9,-0.1,1.2,-1.3,-3.6,0.018578124,0.091075236,-0.090301511,-0.001182509,0.035103272,-0.077308454,2,-2,0.2,0.020520993,Southeastern,Win,Expected,0.306616679,53.72619088
Mississippi State,2/27/2016,Home,-3.32010582,-2.363756614,-5.683862434,-0.16005291,-0.674603175,-0.167989418,-1.718253968,-0.847883598,0.02947037,0.068829738,-0.023533153,0.049578891,0.008167942,0.08348754,-11,10,-0.376984127,0.19723089,Southeastern,Win,Upset,0.424704983,-72.73260313
Mississippi State,2/2/2016,Home,0.7,-1.75,-1.05,3.05,0.35,-0.5,-1.65,-0.25,0.040175464,0.049749339,-0.002311522,0.083917709,0.093379851,0.054662755,-2,2,-0.1,-0.261291886,Southeastern,Loss,Expected,0.043708892,7.504193693
Mississippi State,1/6/2016,Home,-1.275641026,-2.673076923,-3.948717949,-4.724358974,-1.923076923,0.326923077,-1.185897436,-1.006410256,-0.004784997,0.039613829,-0.075250728,0.11063014,-0.023650978,0.124740585,-4,3,-0.262820513,-0.278485655,Southeastern,Loss,Expected,0.31072012,-64.95124646
Mississippi State,1/30/2016,Away,1.002631579,-2.415789474,-1.413157895,2.344736842,0.715789474,1.521052632,-0.3,-0.873684211,0.045034965,0.075995184,0.015837621,0.039591702,0.102802629,0.036945697,0,-1,0.021052632,-0.153584133,Southeastern,Win,Expected,0.1029593,50.31647859
Mississippi State,11/13/2015,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southeastern,Win,Expected,0.410734489,0
Mississippi State,2/24/2016,Away,-1.361823362,-1.787749288,-3.14957265,-3.831908832,-0.769230769,0.750712251,-0.378917379,0.790598291,0.006014342,0.026414981,-0.038364183,0.064226015,-0.024535134,0.088037438,-8,7,-0.279202279,-0.03871249,Southeastern,Loss,Expected,0.2052135,-98.46665205
Mississippi State,2/20/2016,Away,0.48,-1.08,-0.6,2.8,0.2,-0.6,-1.76,-0.28,0.030941409,0.03398592,-0.011598615,0.075789745,0.063412131,0.041200765,-5,5,-0.2,-0.149859857,Southeastern,Win,Upset,0.156341898,-36.56090749
Mississippi State,2/6/2016,Away,-0.848484848,-4.406926407,-5.255411255,-2.188311688,-1.437229437,1.33982684,-0.272727273,0.53030303,-0.009577701,0.00985412,-0.008334949,0.069892473,-0.017305181,0.029162169,-5,4,-0.207792208,-0.045631575,Southeastern,Loss,Expected,0.045134025,-60.63773917
Mississippi State,11/22/2015,Neutral,1.25,-0.583333333,0.666666667,3.416666667,-0.166666667,1.583333333,1.5,-2.083333333,0.112991408,0.157322903,0.074900063,0.058840923,0.197888206,-0.010076813,1,0,0.25,-0.028484848,Southeastern,Win,Expected,0.120876049,13.85231932
Mississippi State,1/12/2016,Away,-3.019047619,-1.738095238,-4.757142857,0.604761905,-0.4,-1.185714286,-0.538095238,-2.195238095,-0.004807274,0.027682945,-0.006491313,0.083739183,-0.030138753,0.07448551,-5,4,-0.3,-0.270664191,Southeastern,Loss,Expected,0.138579025,-72.28869558
Mississippi Valley State,1/30/2016,Home,-2.102380952,-2.578571429,-4.680952381,-2.1,-0.635714286,-2.254761905,-0.161904762,-1.545238095,-0.033382469,-0.054228921,-0.012206573,0.057736329,-0.090175367,0.163221342,-7,8,-0.357142857,0.131227134,SWAC,Loss,Expected,0.18750951,-136.1985888
Mississippi Valley State,3/8/2016,Neutral,1.63125,-0.052083333,1.579166667,0.966666667,0.527083333,0.525,-0.697916667,-0.483333333,-0.0265359,-0.066114908,0.024351454,0.03846719,-0.032105714,0.063746278,-1,3,-0.045833333,0.052096907,SWAC,Win,Upset,0.53781603,-46.56447268
Mississippi Valley State,2/29/2016,Away,1.481481481,-0.12962963,1.351851852,0.685185185,0.344444444,0.607407407,-1.192592593,-0.52962963,-0.026902729,-0.063814667,0.018017945,0.037337662,-0.033763908,0.05893507,-1,4,-0.055555556,0.083030249,SWAC,Win,Upset,0.101622818,-41.27990851
Mississippi Valley State,11/25/2015,Away,-2.916666667,-15.33333333,-18.25,-8.5,0.416666667,-3.166666667,-5.166666667,0.833333333,-0.159522914,-0.232748538,-0.026006332,0.072082166,-0.236130389,0.482547686,-2,3,-0.666666667,0.967948718,SWAC,Loss,Expected,0.781408906,-78.44846588
Mississippi Valley State,12/17/2015,Away,-0.983333333,-1.9,-2.883333333,-0.25,-0.45,-1.583333333,-3.283333333,-2.7,-0.123056286,-0.186188861,0.008851964,0.031818182,-0.196548822,0.094149379,-3,5,-0.3,0.007962658,SWAC,Loss,Expected,0.066807405,-65.87215365
Mississippi Valley State,12/6/2015,Away,-0.5,-5.555555556,-6.055555556,-1,1.166666667,0.833333333,-3.166666667,3.222222222,-0.042030665,-0.060881881,0.006060606,0.036748875,-0.042897468,0.210771423,-2,5,-0.333333333,0.534541015,SWAC,Loss,Expected,0.094543658,-55.20192833
Mississippi Valley State,1/23/2016,Away,-1.436532508,0.343653251,-1.092879257,-2.712074303,3.068111455,-0.594427245,-1.359133127,4.625386997,-0.073609129,-0.115530579,-0.018000518,0.038870794,-0.154899482,0.021319569,-4,6,-0.247678019,0.117050907,SWAC,Loss,Expected,0.085575856,-117.9599114
Mississippi Valley State,11/21/2015,Away,-2,-3.5,-5.5,-3.333333333,3.166666667,-0.333333333,2.333333333,8,-0.155757438,-0.191558442,-0.06361186,-0.004314064,-0.342515454,0.106410339,-2,1,-0.666666667,-0.194444444,SWAC,Loss,Expected,0.009136397,-29.22898239
Mississippi Valley State,1/25/2016,Away,0.038888889,3.922222222,3.961111111,3.427777778,0.083333333,-0.616666667,-3.544444444,-0.666666667,0.018896276,-0.004339453,0.085094648,-0.046190461,0.069691753,0.057945091,1,1,0.044444444,0.005414563,SWAC,Win,Expected,0.04491071,6.750096513
Mississippi Valley State,11/29/2015,Away,-0.833333333,-3.166666667,-4,-5.5,0.833333333,-3.5,0.166666667,0.666666667,-0.110507246,-0.158632287,-0.050052138,-0.150106062,-0.326160775,0.108973216,-4,4,-0.666666667,0.534830047,SWAC,Loss,Expected,0.020083418,-82.76229478
Mississippi Valley State,2/8/2016,Home,-1.083333333,0.730263158,-0.353070175,-2.030701754,1.807017544,0.333333333,1.25877193,0.427631579,-0.040399858,-0.077385004,-0.012211685,0.015589223,-0.148487858,0.030081905,-4,9,-0.254385965,0.231815604,SWAC,Win,Upset,0.409003453,-109.144695
Mississippi Valley State,1/18/2016,Home,-0.166666667,0.166666667,0,0.444444444,0.388888889,-1.666666667,0.444444444,1.388888889,-0.071616058,-0.090006127,-0.029329372,-0.021094664,-0.159936109,0.095274017,-9,9,-0.5,0.240830171,SWAC,Loss,Expected,0.221998302,-132.3202275
Mississippi Valley State,12/12/2015,Away,2.677777778,-4.522222222,-1.844444444,-9.777777778,1.544444444,-2.677777778,-0.6,0.277777778,-0.158409735,-0.207295879,0.023923445,-0.081547064,-0.240958449,0.168713002,-7,8,-0.777777778,0.494415205,SWAC,Loss,Expected,0.043262944,-123.5653368
Mississippi Valley State,11/23/2015,Away,-1,-4.666666667,-5.666666667,-6,-2,0,-1.333333333,1.666666667,-0.175961411,-0.209039548,-0.091538842,-0.078616352,-0.428323778,0.2468662,-3,3,-1,0.812820513,SWAC,Loss,Expected,0.11812338,-68.44099045
Mississippi Valley State,2/13/2016,Away,-1.505454545,2.150909091,0.645454545,2.545454545,2.705454545,-0.463636364,-1.889090909,1.643636364,-0.017481445,-0.032817524,0.002417211,0.016180898,-0.051319754,0.018268726,-5,8,-0.254545455,0.108438544,SWAC,Loss,Expected,0.192341623,-97.98311952
Mississippi Valley State,3/9/2016,Neutral,-1.466039707,1.618599791,0.152560084,1.468129572,2.513061651,-1.464994775,-0.960292581,0.940438871,-0.021874301,-0.037270907,-0.010421075,0.015312923,-0.073365491,0.023492649,-8,12,-0.305120167,0.093710158,SWAC,Win,Upset,0.444845143,-128.6484449
