Date,Away,Home,Probability,Prediciton
1/12/2016,Canisius *,Dartmouth,0.90%,Expected
1/12/2016,Central Arkansas,Stephen F. Austin *,12.70%,Expected
1/12/2016,Davidson,Dayton *,5.10%,Expected
1/12/2016,DePaul,Xavier *,16.30%,Expected
1/12/2016,Drake,Evansville *,10.10%,Expected
1/12/2016,Florida,Texas A&M *,9.40%,Expected
1/12/2016,George Washington *,Massachusetts,2.30%,Expected
1/12/2016,Illinois State,Southern Illinois *,23.10%,Expected
1/12/2016,Iowa State *,Texas,0.90%,Expected
1/12/2016,Kansas,West Virginia *,1.30%,Expected
1/12/2016,Maryland *,Michigan,1.60%,Expected
1/12/2016,Miami (FL) *,Virginia,0.80%,Expected
1/12/2016,Miami (OH),Kent State *,10.20%,Expected
1/12/2016,Minnesota,Nebraska *,1.80%,Expected
1/12/2016,Mississippi State,Kentucky *,13.90%,Expected
1/12/2016,New Hampshire,Albany (NY) *,14.70%,Expected
1/12/2016,New Mexico *,Nevada-Las Vegas,1.10%,Expected
1/12/2016,Northern Illinois *,Toledo,3.10%,Expected
1/12/2016,Northwestern State,Abilene Christian *,3.90%,Expected
1/12/2016,Providence *,Creighton,5.70%,Expected
1/12/2016,Ryerson,Harvard *,4.50%,Expected
1/12/2016,Texas Tech *,Kansas State,0.80%,Expected
1/12/2016,Tulane *,South Florida,4.40%,Expected
1/12/2016,Wisconsin,Northwestern *,11.40%,Expected
1/13/2016,Army *,Colgate,0.10%,Expected
1/13/2016,Boise State *,Nevada,7.10%,Expected
1/13/2016,Boston College,Syracuse *,1.50%,Expected
1/13/2016,Boston University *,American,0.90%,Expected
1/13/2016,Bradley,Loyola (IL) *,48.50%,Upset
1/13/2016,Duke *,Clemson,0.30%,Expected
1/13/2016,Florida State *,North Carolina State,9.90%,Expected
1/13/2016,Fordham,Virginia Commonwealth *,0.10%,Expected
1/13/2016,Georgetown *,St. John's (NY),7.10%,Expected
1/13/2016,Georgia Tech,Notre Dame *,2.60%,Expected
1/13/2016,Hartford *,Binghamton,6.10%,Expected
1/13/2016,Holy Cross *,Lafayette,0.30%,Expected
1/13/2016,Houston *,Cincinnati,0.90%,Expected
1/13/2016,Jacksonville State *,Southeast Missouri State,8.70%,Expected
1/13/2016,La Salle,Richmond *,2.70%,Expected
1/13/2016,Loyola (MD),Navy *,27.30%,Expected
1/13/2016,Maine,Massachusetts-Lowell *,35.20%,Expected
1/13/2016,Marquette,Villanova *,6.30%,Expected
1/13/2016,Maryland-Baltimore County,Stony Brook *,45.90%,Upset
1/13/2016,Mississippi *,Louisiana State,1.00%,Expected
1/13/2016,Nicholls State,Houston Baptist *,25.30%,Expected
1/13/2016,Northern Iowa *,Indiana State,0.60%,Expected
1/13/2016,Oklahoma *,Oklahoma State,0.40%,Expected
1/13/2016,Oregon State,Colorado *,1.40%,Expected
1/13/2016,Penn State,Purdue *,12.40%,Expected
1/13/2016,Rhode Island,St. Bonaventure *,5.50%,Expected
1/13/2016,Rutgers,Ohio State *,4.90%,Expected
1/13/2016,Saint Joseph's *,George Mason,2.90%,Expected
1/13/2016,Saint Louis,Duquesne *,10.30%,Expected
1/13/2016,San Diego State *,Colorado State,10.00%,Expected
1/13/2016,South Carolina *,Alabama,0.00%,Expected
1/13/2016,South Dakota,North Dakota State *,16.20%,Expected
1/13/2016,Southern California *,UCLA,6.20%,Expected
1/13/2016,Southern Methodist *,East Carolina,3.50%,Expected
1/13/2016,Temple,Memphis *,15.10%,Expected
1/13/2016,Tennessee,Georgia *,2.50%,Expected
1/13/2016,Tennessee Tech *,Tennessee-Martin,1.80%,Expected
1/13/2016,Texas Christian,Baylor *,1.00%,Expected
1/13/2016,Wake Forest,Virginia Tech *,6.00%,Expected
1/13/2016,Wichita State *,Missouri State,1.30%,Expected
1/13/2016,Wyoming *,San Jose State,0.90%,Expected
1/14/2016,Alabama-Birmingham *,Old Dominion,1.40%,Expected
1/14/2016,Appalachian State,Arkansas-Little Rock *,23.10%,Expected
1/14/2016,Austin Peay,Tennessee State *,3.90%,Expected
1/14/2016,Brigham Young,Gonzaga *,7.60%,Expected
1/14/2016,Chicago State *,Texas-Rio Grande Valley,0.80%,Expected
1/14/2016,Cleveland State,Wright State *,3.90%,Expected
1/14/2016,Connecticut *,Tulsa,0.50%,Expected
1/14/2016,Denver,Western Illinois *,21.30%,Expected
1/14/2016,Drexel,Hofstra *,32.90%,Expected
1/14/2016,East Tennessee State *,Samford,6.30%,Expected
1/14/2016,Eastern Kentucky *,Eastern Illinois,0.20%,Expected
1/14/2016,Fairleigh Dickinson *,Saint Francis (PA),17.50%,Expected
1/14/2016,Furman,Mercer *,6.90%,Expected
1/14/2016,Green Bay *,Illinois-Chicago,0.10%,Expected
1/14/2016,High Point *,Winthrop,0.10%,Expected
1/14/2016,Idaho State,Sacramento State *,6.40%,Expected
1/14/2016,Iowa,Michigan State *,58.30%,Upset
1/14/2016,IPFW,South Dakota State *,1.30%,Expected
1/14/2016,James Madison *,Northeastern,14.10%,Expected
1/14/2016,Kennesaw State,Jacksonville *,3.90%,Expected
1/14/2016,Liberty,Charleston Southern *,11.70%,Expected
1/14/2016,Lipscomb,North Florida *,25.50%,Expected
1/14/2016,Long Island University,Wagner *,28.70%,Expected
1/14/2016,Longwood,Campbell *,54.60%,Upset
1/14/2016,Louisiana-Lafayette *,Georgia Southern,7.10%,Expected
1/14/2016,Louisiana-Monroe,Georgia State *,5.10%,Expected
1/14/2016,Louisiana Tech *,Florida International,0.20%,Expected
1/14/2016,Loyola Marymount,San Francisco *,10.20%,Expected
1/14/2016,Marist,Rider *,11.00%,Expected
1/14/2016,Marshall *,North Texas,29.90%,Expected
1/14/2016,Middle Tennessee *,Charlotte,0.40%,Expected
1/14/2016,Milwaukee,Valparaiso *,4.60%,Expected
1/14/2016,Missouri-Kansas City,New Mexico State *,24.00%,Expected
1/14/2016,Montana *,Northern Colorado,0.60%,Expected
1/14/2016,Montana State,North Dakota *,1.00%,Expected
1/14/2016,Morehead State *,Southern Illinois-Edwardsville,0.40%,Expected
1/14/2016,Mount St. Mary's *,Robert Morris,36.40%,Expected
1/14/2016,Murray State,Belmont *,9.10%,Expected
1/14/2016,NJIT,Florida Gulf Coast *,8.90%,Expected
1/14/2016,North Carolina-Wilmington *,Elon,4.60%,Expected
1/14/2016,Northern Arizona,Idaho *,22.50%,Expected
1/14/2016,Oral Roberts *,IUPUI,11.90%,Expected
1/14/2016,Oregon *,Utah,37.40%,Expected
1/14/2016,Pacific,Saint Mary's (CA) *,51.70%,Upset
1/14/2016,Pepperdine *,Santa Clara,0.70%,Expected
1/14/2016,Pittsburgh,Louisville *,0.70%,Expected
1/14/2016,Presbyterian,Coastal Carolina *,0.50%,Expected
1/14/2016,Sacred Heart *,Central Connecticut State,2.60%,Expected
1/14/2016,San Diego,Portland *,57.70%,Upset
1/14/2016,South Carolina Upstate *,Stetson,2.50%,Expected
1/14/2016,Southern Mississippi *,Florida Atlantic,1.50%,Expected
1/14/2016,Southern Utah,Eastern Washington *,1.80%,Expected
1/14/2016,St. Francis (NY) *,Bryant,1.60%,Expected
1/14/2016,Texas-Arlington *,Troy,4.10%,Expected
1/14/2016,Texas State *,South Alabama,4.70%,Expected
1/14/2016,Towson *,Delaware,0.50%,Expected
1/14/2016,Washington,Arizona *,0.40%,Expected
1/14/2016,Washington State,Arizona State *,1.60%,Expected
1/14/2016,Weber State *,Portland State,3.80%,Expected
1/14/2016,Western Carolina,Chattanooga *,5.00%,Expected
1/14/2016,Western Kentucky *,Rice,0.20%,Expected
1/14/2016,William & Mary *,College of Charleston,4.30%,Expected
1/14/2016,Wofford *,Citadel,5.80%,Expected
1/14/2016,Youngstown State *,Northern Kentucky,0.20%,Expected
1/15/2016,Akron *,Toledo,0.30%,Expected
1/15/2016,Albany (NY) *,Maine,0.10%,Expected
1/15/2016,Canisius *,Manhattan,5.80%,Expected
1/15/2016,Evansville *,Illinois State,1.60%,Expected
1/15/2016,George Washington *,Dayton,1.60%,Expected
1/15/2016,Monmouth *,Iona,4.80%,Expected
1/15/2016,Niagara,Fairfield *,12.50%,Expected
1/15/2016,Siena *,Quinnipiac,3.20%,Expected
1/16/2016,Abilene Christian,Stephen F. Austin *,0.50%,Expected
1/16/2016,Air Force,Nevada-Las Vegas *,0.30%,Expected
1/16/2016,Alabama,Vanderbilt *,5.80%,Expected
1/16/2016,Alabama-Birmingham *,Charlotte,0.10%,Expected
1/16/2016,Alabama A&M *,Alabama State,5.30%,Expected
1/16/2016,Alcorn State *,Mississippi Valley State,7.60%,Expected
1/16/2016,Appalachian State,Arkansas State *,85.30%,Upset
1/16/2016,Arkansas *,Louisiana State,2.70%,Expected
1/16/2016,Austin Peay,Belmont *,2.50%,Expected
1/16/2016,Baylor *,Texas Tech,2.10%,Expected
1/16/2016,Boston College,Pittsburgh *,16.50%,Expected
1/16/2016,Bowling Green State,Eastern Michigan *,10.40%,Expected
1/16/2016,Brigham Young *,Portland,0.30%,Expected
1/16/2016,Brown,Yale *,18.30%,Expected
1/16/2016,Cal State Bakersfield *,Seattle,14.00%,Expected
1/16/2016,Central Connecticut State,Wagner *,17.30%,Expected
1/16/2016,Central Michigan *,Buffalo,0.80%,Expected
1/16/2016,Charleston Southern *,Campbell,11.00%,Expected
1/16/2016,Chicago State,New Mexico State *,12.50%,Expected
1/16/2016,Cincinnati *,Temple,0.40%,Expected
1/16/2016,Cleveland State,Northern Kentucky *,16.80%,Expected
1/16/2016,Coastal Carolina,High Point *,16.30%,Expected
1/16/2016,Colgate,Bucknell *,33.80%,Expected
1/16/2016,Coppin State,Bethune-Cookman *,35.50%,Expected
1/16/2016,Cornell,Columbia *,16.90%,Expected
1/16/2016,Delaware State,South Carolina State *,17.60%,Expected
1/16/2016,Denver *,IUPUI,0.30%,Expected
1/16/2016,Drexel,Towson *,5.80%,Expected
1/16/2016,East Carolina,Central Florida *,0.70%,Expected
1/16/2016,East Tennessee State,Chattanooga *,4.60%,Expected
1/16/2016,Eastern Kentucky *,Southern Illinois-Edwardsville,0.40%,Expected
1/16/2016,Elon,College of Charleston *,12.00%,Expected
1/16/2016,Fairleigh Dickinson *,Robert Morris,0.30%,Expected
1/16/2016,Florida,Mississippi *,13.80%,Expected
1/16/2016,Fordham,Saint Joseph's *,0.40%,Expected
1/16/2016,Furman *,Citadel,0.40%,Expected
1/16/2016,Gardner-Webb,UNC-Asheville *,4.00%,Expected
1/16/2016,Green Bay,Valparaiso *,4.20%,Expected
1/16/2016,Hampton *,North Carolina A&T,8.70%,Expected
1/16/2016,Harvard *,Howard,5.40%,Expected
1/16/2016,Hawaii *,Cal State Fullerton,1.40%,Expected
1/16/2016,Houston Baptist *,New Orleans,3.20%,Expected
1/16/2016,Idaho State,Portland State *,20.20%,Expected
1/16/2016,Incarnate Word *,Southeastern Louisiana,0.50%,Expected
1/16/2016,Indiana *,Minnesota,0.10%,Expected
1/16/2016,Iowa State *,Kansas State,13.50%,Expected
1/16/2016,IPFW,Nebraska-Omaha *,14.60%,Expected
1/16/2016,James Madison,Hofstra *,8.80%,Expected
1/16/2016,Kennesaw State,North Florida *,17.60%,Expected
1/16/2016,Kentucky *,Auburn,0.20%,Expected
1/16/2016,La Salle,Rhode Island *,13.10%,Expected
1/16/2016,Lafayette,Navy *,2.80%,Expected
1/16/2016,Lehigh,Holy Cross *,56.30%,Upset
1/16/2016,Liberty,Winthrop *,8.30%,Expected
1/16/2016,Lipscomb,Jacksonville *,17.90%,Expected
1/16/2016,Long Beach State *,Cal Poly,2.80%,Expected
1/16/2016,Long Island University *,Bryant,17.20%,Expected
1/16/2016,Louisiana-Lafayette,Georgia State *,94.20%,Upset
1/16/2016,Louisiana-Monroe *,Georgia Southern,0.30%,Expected
1/16/2016,Louisiana Tech *,Florida Atlantic,0.10%,Expected
1/16/2016,Loyola (IL),Northern Iowa *,52.30%,Upset
1/16/2016,Loyola Marymount *,Santa Clara,10.20%,Expected
1/16/2016,Marshall *,Rice,1.40%,Expected
1/16/2016,Maryland-Eastern Shore *,Savannah State,2.00%,Expected
1/16/2016,Massachusetts,Davidson *,4.20%,Expected
1/16/2016,Massachusetts-Lowell,Maryland-Baltimore County *,15.50%,Expected
1/16/2016,Miami (FL) *,Clemson,0.20%,Expected
1/16/2016,Miami (OH),Ball State *,34.00%,Expected
1/16/2016,Middle Tennessee *,Old Dominion,4.90%,Expected
1/16/2016,Milwaukee *,Illinois-Chicago,2.40%,Expected
1/16/2016,Missouri,South Carolina *,32.30%,Expected
1/16/2016,Missouri-Kansas City *,Texas-Rio Grande Valley,0.60%,Expected
1/16/2016,Missouri State *,Bradley,10.00%,Expected
1/16/2016,Montana *,North Dakota,2.60%,Expected
1/16/2016,Montana State *,Northern Colorado,1.30%,Expected
1/16/2016,Morehead State *,Eastern Illinois,0.40%,Expected
1/16/2016,Morgan State,Florida A&M *,3.70%,Expected
1/16/2016,Mount St. Mary's *,Saint Francis (PA),12.70%,Expected
1/16/2016,Murray State,Tennessee State *,23.30%,Expected
1/16/2016,Nebraska *,Illinois,8.30%,Expected
1/16/2016,Nicholls State,Texas A&M-Corpus Christi *,55.10%,Upset
1/16/2016,NJIT *,Stetson,10.00%,Expected
1/16/2016,Norfolk State,North Carolina Central *,29.90%,Expected
1/16/2016,North Carolina State,North Carolina *,13.10%,Expected
1/16/2016,Northeastern *,Delaware,1.50%,Expected
1/16/2016,Northern Arizona,Eastern Washington *,3.00%,Expected
1/16/2016,Northern Illinois *,Western Michigan,0.00%,Expected
1/16/2016,Northwestern State,Lamar *,34.80%,Expected
1/16/2016,Notre Dame,Duke *,23.60%,Expected
1/16/2016,Oakland *,Detroit Mercy,3.00%,Expected
1/16/2016,Ohio,Kent State *,2.90%,Expected
1/16/2016,Ohio State,Maryland *,0.20%,Expected
1/16/2016,Oklahoma State,Texas *,3.20%,Expected
1/16/2016,Oral Roberts,Western Illinois *,18.00%,Expected
1/16/2016,Penn State,Northwestern *,66.30%,Upset
1/16/2016,Pepperdine *,San Francisco,8.70%,Expected
1/16/2016,Pine Manor *,Dartmouth,0.00%,Expected
1/16/2016,Prairie View,Grambling *,23.20%,Expected
1/16/2016,Radford *,Presbyterian,1.50%,Expected
1/16/2016,Sacred Heart,St. Francis (NY) *,1.80%,Expected
1/16/2016,Sam Houston State *,McNeese State,0.10%,Expected
1/16/2016,San Diego,Gonzaga *,1.90%,Expected
1/16/2016,San Diego State,Boise State *,16.70%,Expected
1/16/2016,San Jose State,Fresno State *,9.30%,Expected
1/16/2016,Seton Hall,Providence *,19.70%,Expected
1/16/2016,South Carolina Upstate,Florida Gulf Coast *,0.80%,Expected
1/16/2016,South Dakota State *,North Dakota State,0.40%,Expected
1/16/2016,South Florida,Memphis *,28.90%,Expected
1/16/2016,Southeast Missouri State,Tennessee Tech *,2.90%,Expected
1/16/2016,Southern *,Arkansas-Pine Bluff,1.30%,Expected
1/16/2016,Southern Mississippi,Florida International *,58.00%,Upset
1/16/2016,Southern Utah,Idaho *,57.10%,Upset
1/16/2016,St. Bonaventure *,Duquesne,0.60%,Expected
1/16/2016,St. John's (NY),Butler *,14.00%,Expected
1/16/2016,Stony Brook *,New Hampshire,15.90%,Expected
1/16/2016,Syracuse *,Wake Forest,51.80%,Upset
1/16/2016,Tennessee *,Mississippi State,7.50%,Expected
1/16/2016,Tennessee-Martin *,Jacksonville State,0.00%,Expected
1/16/2016,Texas-Arlington *,South Alabama,0.10%,Expected
1/16/2016,Texas-El Paso *,Texas-San Antonio,0.20%,Expected
1/16/2016,Texas A&M *,Georgia,46.40%,Upset
1/16/2016,Texas Christian,Kansas *,41.10%,Upset
1/16/2016,Texas Southern,Jackson State *,37.20%,Expected
1/16/2016,Texas State *,Troy,0.20%,Expected
1/16/2016,Utah State,Colorado State *,9.70%,Expected
1/16/2016,Utah Valley,Grand Canyon *,19.20%,Expected
1/16/2016,Vermont *,Hartford,3.10%,Expected
1/16/2016,Villanova *,Georgetown,1.20%,Expected
1/16/2016,Virginia Commonwealth *,Richmond,3.50%,Expected
1/16/2016,Virginia Tech,Georgia Tech *,9.30%,Expected
1/16/2016,Washington,Arizona State *,9.00%,Expected
1/16/2016,Washington State,Arizona *,2.90%,Expected
1/16/2016,Weber State *,Sacramento State,2.60%,Expected
1/16/2016,West Virginia *,Oklahoma,2.90%,Expected
1/16/2016,Western Carolina,Samford *,1.60%,Expected
1/16/2016,Western Kentucky *,North Texas,3.50%,Expected
1/16/2016,William & Mary,North Carolina-Wilmington *,4.20%,Expected
1/16/2016,Wofford,Mercer *,35.30%,Expected
1/16/2016,Wyoming,New Mexico *,15.80%,Expected
1/16/2016,Xavier *,Marquette,1.40%,Expected
1/16/2016,Youngstown State,Wright State *,0.20%,Expected
1/17/2016,American,Army *,32.60%,Expected
1/17/2016,Canisius *,Quinnipiac,8.80%,Expected
1/17/2016,Connecticut,Houston *,27.30%,Expected
1/17/2016,Creighton *,DePaul,1.40%,Expected
1/17/2016,George Mason *,Saint Louis,16.00%,Expected
1/17/2016,Indiana State,Wichita State *,1.80%,Expected
1/17/2016,Iona *,Rider,0.70%,Expected
1/17/2016,Marist,Saint Peter's *,14.10%,Expected
1/17/2016,Michigan,Iowa *,3.20%,Expected
1/17/2016,Michigan State *,Wisconsin,0.30%,Expected
1/17/2016,Niagara,Manhattan *,5.80%,Expected
1/17/2016,Oregon *,Colorado,3.40%,Expected
1/17/2016,Oregon State,Utah *,3.50%,Expected
1/17/2016,Southern Illinois *,Drake,0.50%,Expected
1/17/2016,Southern Methodist *,Tulane,0.40%,Expected
1/17/2016,Virginia *,Florida State,0.50%,Expected
1/17/2016,Virginia Military Institute,North Carolina-Greensboro *,0.70%,Expected
1/18/2016,Alcorn State *,Arkansas-Pine Bluff,3.70%,Expected
1/18/2016,Arkansas-Little Rock *,Arkansas State,0.20%,Expected
1/18/2016,Binghamton,Albany (NY) *,26.60%,Expected
1/18/2016,Coppin State,Florida A&M *,11.60%,Expected
1/18/2016,Delaware State,Savannah State *,2.00%,Expected
1/18/2016,Detroit Mercy,Wright State *,8.70%,Expected
1/18/2016,Hampton *,North Carolina Central,3.00%,Expected
1/18/2016,Illinois-Chicago,Cleveland State *,2.20%,Expected
1/18/2016,Lamar *,Southeastern Louisiana,0.00%,Expected
1/18/2016,Loyola (MD),Boston University *,20.90%,Expected
1/18/2016,Maryland-Eastern Shore,South Carolina State *,15.30%,Expected
1/18/2016,Massachusetts-Lowell,Vermont *,72.10%,Upset
1/18/2016,Morgan State,Bethune-Cookman *,3.00%,Expected
1/18/2016,New Hampshire *,Maine,3.80%,Expected
1/18/2016,Nicholls State,Sam Houston State *,24.00%,Expected
1/18/2016,Norfolk State *,North Carolina A&T,3.30%,Expected
1/18/2016,Oklahoma *,Iowa State,0.70%,Expected
1/18/2016,Prairie View,Jackson State *,59.20%,Upset
1/18/2016,Purdue *,Rutgers,17.40%,Expected
1/18/2016,Siena,Monmouth *,2.00%,Expected
1/18/2016,Southern *,Mississippi Valley State,1.30%,Expected
1/18/2016,Stephen F. Austin *,New Orleans,12.40%,Expected
1/18/2016,Stony Brook *,Hartford,1.70%,Expected
1/18/2016,Syracuse,Duke *,23.40%,Expected
1/18/2016,Texas Southern *,Grambling,18.30%,Expected
1/18/2016,Texas Tech *,Texas Christian,4.70%,Expected
1/18/2016,Valparaiso *,Youngstown State,3.20%,Expected
1/19/2016,Alabama *,Auburn,1.20%,Expected
1/19/2016,Buffalo *,Miami (OH),9.10%,Expected
1/19/2016,Butler *,Providence,3.00%,Expected
1/19/2016,Central Michigan,Northern Illinois *,18.10%,Expected
1/19/2016,Clemson,Virginia *,6.50%,Expected
1/19/2016,Dayton *,St. Bonaventure,8.00%,Expected
1/19/2016,Eastern Michigan,Akron *,6.80%,Expected
1/19/2016,Fresno State,San Diego State *,3.00%,Expected
1/19/2016,Georgetown,Xavier *,63.00%,Upset
1/19/2016,Georgia Southern,Georgia State *,15.70%,Expected
1/19/2016,Green Bay *,Chicago State,10.00%,Expected
1/19/2016,Hannibal-LaGrange *,Southeast Missouri State,0.30%,Expected
1/19/2016,Houston,Southern Methodist *,22.50%,Expected
1/19/2016,Houston Baptist *,Central Arkansas,0.80%,Expected
1/19/2016,Illinois,Indiana *,1.80%,Expected
1/19/2016,Kansas *,Oklahoma State,0.00%,Expected
1/19/2016,Kent State,Ball State *,19.70%,Expected
1/19/2016,Longwood *,Liberty,1.20%,Expected
1/19/2016,Louisiana State,Texas A&M *,5.10%,Expected
1/19/2016,Loyola (IL),Evansville *,25.30%,Expected
1/19/2016,McNeese State,Abilene Christian *,7.50%,Expected
1/19/2016,Mississippi State,Florida *,18.70%,Expected
1/19/2016,Nevada-Las Vegas *,Utah State,7.80%,Expected
1/19/2016,North Carolina State,Pittsburgh *,83.50%,Upset
1/19/2016,Northern Kentucky,Oakland *,86.00%,Upset
1/19/2016,Northwestern,Maryland *,9.70%,Expected
1/19/2016,Saint Peter's *,Fairfield,6.10%,Expected
1/19/2016,South Carolina *,Mississippi,1.60%,Expected
1/19/2016,Tennessee Wesleyan *,Wofford,2.20%,Expected
1/19/2016,Texas A&M-Corpus Christi *,Northwestern State,0.40%,Expected
1/19/2016,Toledo *,Bowling Green State,11.00%,Expected
1/19/2016,Tulane,Connecticut *,8.10%,Expected
1/19/2016,Tulsa *,East Carolina,7.30%,Expected
1/19/2016,Western Michigan,Ohio *,0.90%,Expected
1/20/2016,American,Lafayette *,44.90%,Upset
1/20/2016,Army *,Holy Cross,0.20%,Expected
1/20/2016,Boston University,Colgate *,2.30%,Expected
1/20/2016,Bucknell *,Loyola (MD),1.80%,Expected
1/20/2016,Campbell,Radford *,3.30%,Expected
1/20/2016,Central Florida *,South Florida,0.90%,Expected
1/20/2016,Charleston Southern *,Presbyterian,3.80%,Expected
1/20/2016,Colorado *,Washington,0.30%,Expected
1/20/2016,Colorado State *,Air Force,3.30%,Expected
1/20/2016,Davidson *,Saint Louis,0.10%,Expected
1/20/2016,DePaul,Marquette *,23.40%,Expected
1/20/2016,Duquesne,Virginia Commonwealth *,1.40%,Expected
1/20/2016,Florida State,Louisville *,3.80%,Expected
1/20/2016,George Mason,Fordham *,5.10%,Expected
1/20/2016,Georgia *,Missouri,2.40%,Expected
1/20/2016,Illinois State *,Bradley,0.40%,Expected
1/20/2016,Indiana State,Southern Illinois *,3.20%,Expected
1/20/2016,Kansas State,Baylor *,9.40%,Expected
1/20/2016,Miami (FL) *,Boston College,0.40%,Expected
1/20/2016,Minnesota,Michigan *,56.10%,Upset
1/20/2016,Missouri State *,Drake,13.00%,Expected
1/20/2016,Navy *,Lehigh,1.40%,Expected
1/20/2016,Nebraska,Michigan State *,30.20%,Expected
1/20/2016,Nevada *,Wyoming,3.70%,Expected
1/20/2016,Saint Joseph's *,Pennsylvania,3.70%,Expected
1/20/2016,San Jose State,Boise State *,2.60%,Expected
1/20/2016,Temple *,La Salle,4.60%,Expected
1/20/2016,Texas,West Virginia *,68.60%,Upset
1/20/2016,UCLA,Oregon State *,19.80%,Expected
1/20/2016,Vanderbilt *,Tennessee,7.70%,Expected
1/20/2016,Villanova *,Seton Hall,1.80%,Expected
1/20/2016,Virginia Tech,Notre Dame *,11.90%,Expected
1/20/2016,Wake Forest,North Carolina *,26.70%,Expected
1/20/2016,Western Illinois *,South Dakota,1.10%,Expected
1/20/2016,Wichita State *,Northern Iowa,7.40%,Expected
1/20/2016,Winthrop *,Gardner-Webb,21.40%,Expected
1/21/2016,Arizona *,Stanford,3.20%,Expected
1/21/2016,Arkansas-Little Rock *,Texas State,0.80%,Expected
1/21/2016,Arkansas State,Texas-Arlington *,1.90%,Expected
1/21/2016,Belmont *,Tennessee-Martin,6.20%,Expected
1/21/2016,Brigham Young *,Loyola Marymount,2.70%,Expected
1/21/2016,Cal Poly *,Cal State Northridge,1.50%,Expected
1/21/2016,Chattanooga *,North Carolina-Greensboro,1.10%,Expected
1/21/2016,Citadel,Western Carolina *,10.20%,Expected
1/21/2016,College of Charleston,Towson *,7.70%,Expected
1/21/2016,Delaware,North Carolina-Wilmington *,51.30%,Upset
1/21/2016,Drexel,James Madison *,7.90%,Expected
1/21/2016,Eastern Illinois,Murray State *,3.10%,Expected
1/21/2016,Eastern Washington *,Montana State,0.20%,Expected
1/21/2016,Elon,William & Mary *,1.10%,Expected
1/21/2016,Florida Atlantic,Texas-El Paso *,5.40%,Expected
1/21/2016,Florida Gulf Coast *,Kennesaw State,0.40%,Expected
1/21/2016,Florida International *,Texas-San Antonio,2.70%,Expected
1/21/2016,Georgia State *,Appalachian State,0.20%,Expected
1/21/2016,Gonzaga,Saint Mary's (CA) *,9.40%,Expected
1/21/2016,Grand Canyon *,Chicago State,1.30%,Expected
1/21/2016,Hartford,Maryland-Baltimore County *,31.20%,Expected
1/21/2016,Hofstra *,Northeastern,4.00%,Expected
1/21/2016,Idaho,Montana *,17.00%,Expected
1/21/2016,Iowa *,Rutgers,0.10%,Expected
1/21/2016,Jacksonville,NJIT *,0.50%,Expected
1/21/2016,Jacksonville State,Eastern Kentucky *,7.70%,Expected
1/21/2016,Kentucky *,Arkansas,18.70%,Expected
1/21/2016,Long Island University,Fairleigh Dickinson *,2.60%,Expected
1/21/2016,Marshall *,Charlotte,0.20%,Expected
1/21/2016,Memphis,Cincinnati *,5.50%,Expected
1/21/2016,Mercer *,East Tennessee State,1.90%,Expected
1/21/2016,Monmouth *,Manhattan,0.10%,Expected
1/21/2016,Mount St. Mary's *,Sacred Heart,0.40%,Expected
1/21/2016,Nebraska-Omaha *,Denver,5.60%,Expected
1/21/2016,New Hampshire *,Massachusetts-Lowell,1.80%,Expected
1/21/2016,New Mexico State *,Seattle,1.10%,Expected
1/21/2016,North Dakota *,Northern Arizona,64.50%,Upset
1/21/2016,North Dakota State,IPFW *,3.00%,Expected
1/21/2016,North Florida *,South Carolina Upstate,3.00%,Expected
1/21/2016,North Texas,Middle Tennessee *,3.40%,Expected
1/21/2016,Northern Colorado,Southern Utah *,16.50%,Expected
1/21/2016,Ohio State,Purdue *,10.20%,Expected
1/21/2016,Portland *,Pacific,0.60%,Expected
1/21/2016,Rice,Alabama-Birmingham *,39.40%,Expected
1/21/2016,Rider,Siena *,6.70%,Expected
1/21/2016,Robert Morris *,Central Connecticut State,8.10%,Expected
1/21/2016,Saint Francis (PA) *,Bryant,4.60%,Expected
1/21/2016,Samford *,Virginia Military Institute,0.20%,Expected
1/21/2016,San Diego,Pepperdine *,6.60%,Expected
1/21/2016,San Francisco *,Santa Clara,17.30%,Expected
1/21/2016,South Alabama,Louisiana-Lafayette *,10.20%,Expected
1/21/2016,South Dakota State *,Oral Roberts,4.40%,Expected
1/21/2016,Southern California *,Oregon,1.00%,Expected
1/21/2016,Southern Illinois-Edwardsville,Austin Peay *,16.20%,Expected
1/21/2016,Stetson *,Lipscomb,1.40%,Expected
1/21/2016,Tennessee Tech *,Morehead State,1.50%,Expected
1/21/2016,Texas-Rio Grande Valley,Cal State Bakersfield *,21.20%,Expected
1/21/2016,Troy,Louisiana-Monroe *,2.00%,Expected
1/21/2016,Utah *,Washington State,16.70%,Expected
1/21/2016,Utah Valley,Missouri-Kansas City *,18.00%,Expected
1/21/2016,Vermont *,Binghamton,0.90%,Expected
1/21/2016,Wagner *,St. Francis (NY),17.50%,Expected
1/21/2016,Western Kentucky,Old Dominion *,3.40%,Expected
1/21/2016,Wisconsin *,Penn State,6.30%,Expected
1/22/2016,Albany (NY),Stony Brook *,9.50%,Expected
1/22/2016,Canisius *,Niagara,3.10%,Expected
1/22/2016,Duquesne *,George Mason,4.80%,Expected
1/22/2016,Fairfield *,Marist,4.30%,Expected
1/22/2016,Illinois-Chicago,Northern Kentucky *,8.60%,Expected
1/22/2016,Rhode Island,George Washington *,7.20%,Expected
